id,trial,channel,numTiles,GroupCount,mean_delta,mean_theta,mean_alpha,mean_beta,mean_lowerAlpha,mean_upperAlpha,mean_lowerBeta,mean_upperBeta
A07,4,2,6,6,4.17003988058892,0.95272982746785,0.674594820037785,0.249480224664492,1.01129417777462,0.337895462300952,0.264576805468749,0.238157789061299
A07,4,3,6,6,1.81833577275932,0.351196043643433,0.83952054461283,0.110460004546938,0.108932318733143,1.57010877049252,0.108015257720585,0.112293564666703
A07,4,4,6,6,2.83462406959393,0.735820105468917,0.81976319930647,0.169353543673651,0.764213608768099,0.875312789844841,0.190224488556316,0.153700335011653
A07,4,5,6,6,2.3578542742724,0.628401662099902,0.601347095816164,0.154236498407733,0.607262338711478,0.59543185292085,0.161594434213048,0.148718046553747
A07,4,6,6,6,6.56420369842327,1.60753859563036,1.69434627476297,0.987081282073438,2.11213279268733,1.2765597568386,0.89923993101394,1.05296229536806
A07,4,7,6,6,5.47785628306345,2.67411524185502,2.62263057927074,0.98233261409277,3.48997583073204,1.75528532780945,1.45381148687627,0.628723459505148
A07,4,8,6,6,4.9044773381429,2.60836488309523,2.49184809869651,0.711920298860314,3.09367778663321,1.89001841075982,0.967424436523147,0.520292195613189
A07,4,9,6,6,11.1408003674418,2.4027607200553,2.51052896865967,0.65748595598467,1.12926555975515,3.89179237756419,0.754661828028892,0.584604051951504
A07,4,10,6,6,17.019333617054,3.98557399951558,1.38589449559332,1.54513703662013,0.959608470689407,1.81218052049724,1.36670617019484,1.6789601864391
A07,4,11,6,6,3.88232501861378,0.660746642880497,1.109601116231,0.261345532995204,0.179458940836073,2.03974329162593,0.265684098178583,0.258091609107669
A07,4,12,6,6,4.54083263879025,1.44797414285148,0.469079745076669,0.463096640498442,0.225121849866885,0.713037640286452,0.471075363497909,0.457112598248842
A07,4,13,6,6,8.96070487654323,5.90733769426898,1.20030699564607,0.774133244598396,1.39991785542068,1.00069613587146,0.93752710137991,0.65158785201226
A07,4,14,6,6,1.39499816538528,0.415370368365364,0.23916840763015,0.12786683203158,0.322023150387203,0.156313664873097,0.134939146384421,0.12256259626695
A07,4,15,6,6,4.85946077987868,3.05085431405177,1.41723670351947,0.541143163359839,1.37263333244973,1.46184007458921,0.70681462276537,0.416889568805691
A07,4,16,6,6,1.28220430204737,0.413066707019723,0.510613839078517,0.299783490394685,0.435077930642665,0.586149747514369,0.295470157981987,0.303018489704209
A07,4,17,6,6,14.2976468526182,3.21702381997157,0.861097391902511,0.868363538843246,1.14500559980417,0.577189184000853,0.898893970045088,0.845465715441864
A07,4,18,6,6,1.09861933257641,0.348691936144897,0.468371977407931,0.246119667214732,0.431170204031254,0.505573750784609,0.265608827449282,0.231502797038819
A07,5,1,6,6,2.955845493938,1.27653225689636,2.61386575335818,0.564676970847144,1.79118780486236,3.436543701854,0.726170739422158,0.443556644415884
A07,5,2,6,6,6.88703176564488,1.33800455560673,1.47996383485972,0.441388164089621,1.81290811185389,1.14701955786554,0.536045657648819,0.370395043920223
A07,5,3,6,6,2.32453816569542,0.567383531010233,1.05477654367021,0.113684247943722,0.361996758387789,1.74755632895264,0.0924158080427348,0.129635577869462
A07,5,4,6,6,2.35879708052698,0.679315554146465,0.847186600040711,0.255903910694928,0.871993873033775,0.822379327047648,0.343442407694234,0.190250037945448
A07,5,5,6,6,2.03821451282261,0.902176776400586,0.722166117506236,0.218089489288692,0.856148678168946,0.588183556843526,0.291494924412251,0.163035412946023
A07,5,6,6,6,6.28666118156959,2.72160530399171,4.00123568774918,1.61271506559758,4.93353005308596,3.06894132241241,2.1050985762402,1.24342743261561
A07,5,7,6,6,6.72829793244667,2.9926728184619,7.27885862752767,1.42585132848064,6.34382280207389,8.21389445298145,1.90519557919038,1.06634314044835
A07,5,8,6,6,8.38190007826402,2.26252604535589,7.15472400466429,1.23983635524382,6.88331589245962,7.42613211686896,1.6307912235793,0.946620203992212
A07,5,9,6,6,13.6740576653909,3.9462730840172,4.31534350727685,0.918018670588558,2.41554910773572,6.21513790681798,0.96588220004242,0.882121023498162
A07,5,10,6,6,17.1633599560788,6.68897409463471,1.59662133673705,1.4644724476342,1.47987719454156,1.71336547893254,1.04755056123011,1.77716386243726
A07,5,11,6,6,5.44790648307434,1.56562335906558,1.3817262142168,0.284381529167207,0.614426753557282,2.14902567487631,0.229710581404605,0.325384739989159
A07,5,12,6,6,12.9514396944975,1.74683528428852,1.04268410930004,0.644771132782008,1.39144188146628,0.693926337133813,0.465853718782245,0.77895919328183
A07,5,13,6,6,14.7471554030703,10.5641496976009,14.0553032863382,2.03445587374055,14.8331173307909,13.2774892418856,2.67752474959275,1.5521542168514
A07,5,14,6,6,7.92190328512741,1.20294122562477,0.354699698602299,0.140201592387714,0.509003618495649,0.200395778708949,0.119384577826504,0.155814353308622
A07,5,15,6,6,4.22646641265833,2.3056085804031,1.26999657274636,0.465751118261824,1.32812607568401,1.2118670698087,0.419261680916313,0.500618196270957
A07,5,16,6,6,4.1801775549103,0.871825536691829,0.27448030846086,0.138138115136092,0.332155469561802,0.216805147359917,0.182794318657553,0.104645962494996
A07,5,17,6,6,18.8111021790861,3.68455907603351,0.774097201113529,0.573274905142784,0.936121911315843,0.612072490911215,0.739334175034864,0.448730452723724
A07,5,18,6,6,1.09056213064876,0.5364893215993,0.261819598858542,0.153697155096363,0.354929095444835,0.16871010227225,0.183553826971262,0.131304651190188
A07,6,1,5,5,6.36388125835596,2.03099128423307,1.62044375403516,0.915532360790401,0.74924689222401,2.49164061584632,1.23536942272875,0.675654564336642
A07,6,2,5,5,4.19311254152547,1.67071152192273,0.913249107513757,0.771684958327185,0.491111681459474,1.33538653356804,1.18922055101949,0.458533263807955
A07,6,3,5,5,2.01037960638513,0.689114551273966,1.12698788020228,0.181332481921146,0.285171635577675,1.96880412482689,0.226656272290358,0.147339639144237
A07,6,4,5,5,4.28686726937148,1.2706071452738,0.995354089977699,0.472989319305222,0.379006946165164,1.61170123379023,0.770740612930846,0.249675849086005
A07,6,5,5,5,4.7594228392968,1.02782024272271,0.67056115656436,0.38589000283555,0.256104362929535,1.08501795019919,0.585895519754555,0.235885865146295
A07,6,6,5,5,7.59357697524163,4.03629379864988,4.52054080700502,2.71958714010364,3.1409096717833,5.90017194222674,3.49423491125156,2.1386013117427
A07,6,7,5,5,10.7702616716097,2.80916044753864,3.5178485187982,1.86250050652382,2.40190180778577,4.63379522981062,2.41492668258616,1.44818087447706
A07,6,8,5,5,18.5686454101721,2.73312026675369,2.51504224618658,2.00393878579668,1.64264269309669,3.38744179927647,2.86557793739416,1.35770942209857
A07,6,9,5,5,8.01009985898034,2.82999652155267,3.96935006547714,2.0097573635858,2.04788820199401,5.89081192896027,2.47933215207948,1.65757627221553
A07,6,10,5,5,8.22398805190933,2.63869236241997,1.37589922937133,2.25352838863414,0.780634056391601,1.97116440235106,2.50621128445361,2.06401621676954
A07,6,11,5,5,2.24636659892752,0.812747478090431,1.67596160860338,0.395661820834156,0.22040462008186,3.1315185971249,0.52857873842364,0.295974132642042
A07,6,12,5,5,9.1755001428007,0.980368898611892,0.695755965324287,0.839434060931119,0.512601214509303,0.878910716139271,0.89300122411273,0.799258688544912
A07,6,13,5,5,7.76230671958461,6.51412686531917,3.7717138248839,4.04947101590343,3.34491196807255,4.19851568169525,6.80903763593094,1.9797960508828
A07,6,14,5,5,7.28758226634597,0.634484764883279,0.123545141338525,0.195579003782509,0.0810409747203475,0.166049307956702,0.160432168999752,0.221939129869578
A07,6,15,5,5,9.55203925786722,4.59892772639619,4.93426148455798,2.36800814045443,5.16966920839883,4.69885376071714,3.65801101457462,1.4005059848643
A07,6,16,5,5,2.36780178625618,0.749459182750005,0.426776260842665,0.461994322750363,0.296399014463447,0.557153507221883,0.402340707812949,0.506734533953423
A07,6,17,5,5,11.0464430156633,1.84982056580209,1.13468887801536,1.74721656998434,1.37174624439405,0.897631511636681,2.38963171515699,1.26540521110485
A07,6,18,5,5,1.52453963059838,0.826099511838266,0.530806491860979,0.497809751250924,0.407395321033486,0.654217662688473,0.464432667608683,0.522842563982605
A07,7,1,5,5,3.53647965611651,0.8020649693803,1.2380968409286,0.470706963741841,1.10168267055878,1.37451101129842,0.688680485576366,0.307226822365947
A07,7,2,5,5,2.64963030526345,1.35169715511486,0.620823029794557,0.457322584430506,1.02273362224149,0.218912437347627,0.659162021628704,0.305943006531858
A07,7,3,5,5,1.68183005982898,0.4751470459244,0.9390283054542,0.106689801926923,0.273638500062625,1.60441811084578,0.108381784784164,0.105420814783993
A07,7,4,5,5,1.8013530746007,0.768025644538116,0.939742279440888,0.205141903142112,0.954494703512956,0.924989855368819,0.259653788877813,0.164257988840336
A07,7,5,5,5,2.14232793962694,0.499611070862087,0.92000550714082,0.1706191236123,1.13081012660375,0.70920088767789,0.225724817355466,0.129289853304926
A07,7,6,5,5,4.08223126453093,2.83639445114667,1.86202911784247,1.8439985685699,2.12550404301335,1.5985541926716,2.45983380832039,1.38212213875703
A07,7,7,5,5,7.24109324400172,1.98873533098029,2.92360472986702,0.924278623425187,4.59081801819242,1.25639144154163,1.21999450109632,0.702491715171838
A07,7,8,5,5,10.5682283767442,2.65801898079973,2.7063923441547,0.968622601759914,4.29140098110638,1.12138370720301,1.35634893536919,0.677827851552954
A07,7,9,5,5,9.67810895135804,3.47122186780205,3.87488933793465,0.901851406945022,1.97237215830435,5.77740651756496,1.23431400667372,0.6525044571485
A07,7,10,5,5,11.8518994353456,3.65635417182129,2.17148717084886,0.975373255411695,1.77494500044032,2.56802934125739,0.994798242368478,0.960804515194108
A07,7,11,5,5,2.51093873047708,0.772720686818834,1.29936352259029,0.278309976262518,0.494695694849307,2.10403135033128,0.349205744443988,0.225138150126415
A07,7,12,5,5,6.45893965310346,1.20707118394829,0.783029131099038,0.362908282045583,0.641899342593399,0.924158919604677,0.4317547634891,0.311273420962946
A07,7,13,5,5,10.8194138192143,11.0169436904421,14.7932120290942,3.78732859723173,15.6422198198763,13.9442042383121,5.93628318425882,2.17561265696141
A07,7,14,5,5,9.29428193034503,0.979032159927345,0.474059490377377,0.123672616911083,0.700368853950759,0.247750126803995,0.152759516999799,0.101857441844547
A07,7,15,5,5,9.14013058374129,1.49110690864346,1.26494977834456,0.733040030108039,1.84521218764523,0.684687369043889,0.870510693906144,0.62993703225946
A07,7,16,5,5,3.45251655804329,0.492972356685785,0.356423925736327,0.174398763864529,0.302024758542907,0.410823092929747,0.258739269760079,0.111143384442866
A07,7,17,5,5,9.66214876031648,1.85456608739261,0.776720416796514,0.466483870800846,0.960525628038345,0.592915205554682,0.294951315406289,0.595133287346764
A07,7,18,5,5,1.74277390651497,0.571497923677108,0.439922042365638,0.162505038279407,0.556097501415259,0.323746583316017,0.196151868128866,0.137269915892312
A07,8,1,5,4,3.75894288192926,0.792040271376549,2.23160316594474,0.634606515873252,1.75094565527006,2.71226067661943,0.832823292376523,0.485943933495798
A07,8,2,5,4,3.4388269022673,1.13419322116735,0.443473847735529,0.28829408451233,0.572199285608111,0.314748409862947,0.261642058843943,0.308283103763619
A07,8,3,5,4,3.23591024436572,0.65025851990541,0.953313260687944,0.0922632262422492,0.223091950950216,1.68353457042567,0.0935354304928567,0.0913090730542935
A07,8,4,5,4,2.9532522606822,0.765167805012405,0.552416832145971,0.204510402931474,0.33980330971964,0.765030354572303,0.186076400601835,0.218335904678704
A07,8,5,5,4,2.73636231661242,0.572987168208369,0.670016866778205,0.225705810001801,0.63840180758412,0.70163192597229,0.268534515330832,0.193584281005027
A07,8,6,5,4,6.79120700964888,1.60429658713615,1.1786311678399,0.910893688166674,1.09849683941331,1.25876549626649,0.817690554470388,0.980796038438889
A07,8,7,5,4,7.52070122577964,1.51053208950492,6.27287027357099,1.3037268028281,6.56116396872242,5.98457657841955,1.4781405661894,1.17291648030713
A07,8,8,5,4,10.403560616029,2.08509796015178,3.8447331951878,0.929504324659406,4.23785571022042,3.45161068015518,0.994283017078285,0.880920305345246
A07,8,9,5,4,18.6230639766901,2.97531498594616,3.15712171277467,0.68762481818856,0.852842307399593,5.46140111814975,0.686362037435773,0.68857190375315
A07,8,10,5,4,39.1217908753903,6.81634272866022,2.81745262684951,0.982297744948007,1.93218373394509,3.70272151975392,1.3449198318036,0.710331179806313
A07,8,11,5,4,5.81062676836986,1.36179911581577,1.11042546699819,0.210951915551199,0.261040866695752,1.95981006730063,0.229537963987561,0.197012379223927
A07,8,12,5,4,10.545122698402,2.10703770622751,0.675477593064497,0.295137169183215,0.468001378680058,0.882953807448936,0.358370886835868,0.247711880943725
A07,8,13,5,4,22.6682998480868,5.29285522983384,7.73583839447663,2.04935685588292,6.03554685882976,9.4361299301235,3.06413881549579,1.28827038617327
A07,8,14,5,4,1.97188952060117,0.615223325584801,0.377292046304014,0.0771128037826559,0.386913984241891,0.367670108366137,0.0947126962410562,0.0639128844388556
A07,8,15,5,4,5.60390986501189,1.70051500575772,2.69386588345994,0.81933928844041,3.3637371736382,2.02399459328168,0.697325995445655,0.910849258186476
A07,8,16,5,4,4.69810606647159,0.584958269001703,0.442167130506067,0.18504868761506,0.339578680294512,0.544755580717622,0.221591829017627,0.157641331563134
A07,8,17,5,4,25.6665581646461,4.87892170096181,1.46178933737999,0.53417434429793,2.26953568820853,0.654042986551461,0.553432990980019,0.519730359286364
A07,8,18,5,4,1.66086888150052,0.549067633141266,0.271135705629939,0.136699382966306,0.267974257227853,0.274297154032024,0.149904189572673,0.126795778011531
A07,9,1,6,5,5.29030722914877,1.43857788584058,1.32809520138203,0.616216161275922,0.738294953121126,1.91789544964293,0.634265811429505,0.602678923660736
A07,9,2,6,5,4.09384657221258,0.823886021800392,0.74827830701124,0.340730831690789,1.01333184990734,0.483224764115137,0.380368385380107,0.311002666423801
A07,9,3,6,5,1.49787894111079,0.46793697259704,0.887234183261558,0.104809323697421,0.308385892185742,1.46608247433737,0.0994037051271493,0.108863537625124
A07,9,4,6,5,2.59115068280127,0.687229660523024,0.743975010796001,0.18611354218757,0.857379230852351,0.63057079073965,0.215151761420692,0.164334877762728
A07,9,5,6,5,2.23608504152525,0.861991154137485,0.63791398548471,0.198786544733103,0.816080270627363,0.459747700342057,0.21103625708436,0.18959926046966
A07,9,6,6,5,6.13934796026565,1.51264325039422,2.22311120929766,0.997193171658965,1.98617814670561,2.4600442718897,0.870770096908929,1.09201047772149
A07,9,7,6,5,10.1730945468318,2.98623780294957,4.91735046062604,1.24870637037192,4.82893658548009,5.00576433577199,1.67831020499587,0.926503494403956
A07,9,8,6,5,11.3278712539071,3.16386780703724,4.35061794144006,1.08991469640659,3.93357902708731,4.76765685579282,1.55785700341022,0.738957966153874
A07,9,9,6,5,20.8842472691801,2.44464987578859,1.77672028052679,0.838524917606277,0.916813466145597,2.63662709490799,0.768576294732355,0.890986384761719
A07,9,10,6,5,17.9221650441816,2.10391355221469,1.7555350762998,1.06071919159943,0.842141009344392,2.66892914325521,1.19411177536599,0.96067475377452
A07,9,11,6,5,4.05270734146371,0.614858446149204,1.33180149186355,0.264870226156701,0.47221919903221,2.19138378469488,0.21744746515081,0.30043729691112
A07,9,12,6,5,5.19044147130686,0.764644099685124,0.644264344214881,0.306533342911324,0.495328237337219,0.793200451092542,0.279999667380449,0.32643359955948
A07,9,13,6,5,14.1742481525632,3.10713032626888,4.25374547959613,1.39928433968547,5.14214194237424,3.36534901681802,1.88047054999228,1.03839468195537
A07,9,14,6,5,4.61484925319006,0.626537289590694,0.201222393843599,0.110482313494607,0.255839687634413,0.146605100052785,0.107269161766855,0.112892177290421
A07,9,15,6,5,9.51391970681532,1.27524173372696,1.36683788102245,0.580319955055286,1.31864190610249,1.4150338559424,0.79928184265672,0.416098539354212
A07,9,16,6,5,5.03351876750806,0.677061801966598,0.390603964229459,0.179431856841904,0.362087903329431,0.419120025129487,0.221210107944234,0.148098168515158
A07,9,17,6,5,13.2332348948428,2.58586997736627,0.810935673687625,0.402344371890133,1.14520936979855,0.476661977576697,0.363746836389821,0.431292523515368
A07,9,18,6,5,1.93117395398651,0.314900365923403,0.311147854205112,0.139558578460587,0.320573277031876,0.301722431378347,0.156315265911673,0.126991062872273
A07,10,1,6,2,2.52621425113398,0.272705583804127,2.94610750864984,0.677090281608835,0.64517768620799,5.24703733109169,0.779274419272814,0.600452178360851
A07,10,2,6,2,2.18667500668703,0.494833217139252,2.68308263676614,0.540164656909278,1.63472453524447,3.73144073828781,0.837254097886686,0.317347576176221
A07,10,3,6,2,2.47206393188039,0.194450550228787,0.76050408266581,0.0836681636556105,0.0775472366538244,1.4434609286778,0.0797048368695337,0.0866406587451681
A07,10,4,6,2,1.19405512979904,0.243508158718895,1.79983388184107,0.281545734789954,1.01351040140697,2.58615736227517,0.405415084416221,0.188643722570254
A07,10,5,6,2,1.58223148044645,0.225274032178294,1.68117234565217,0.295879412027993,0.782843898332208,2.57950079297214,0.404803158251096,0.214186602360666
A07,10,6,6,2,4.86930995360231,1.16574808304029,8.62391558872432,2.13578356603353,3.18815253481505,14.0596786426336,4.01622360514829,0.725453536697461
A07,10,7,6,2,6.32467183256593,0.985568434775017,12.4863468208949,2.45593694361361,5.13011512814904,19.8425785136409,3.38712486689334,1.75754600115381
A07,10,8,6,2,7.71363066565937,0.774494992042082,13.1550576610657,2.04446959537639,7.51550507592155,18.79461024621,3.46542761543296,0.978751080333968
A07,10,9,6,2,10.4693701510863,2.09371988457288,2.11774871239278,0.806024109765515,0.80599397268045,3.42950345210511,0.723362532392061,0.868020292795606
A07,10,10,6,2,33.3500010008171,4.74687442680641,0.316784943396284,2.26232645755262,0.249191328258758,0.384378558533811,2.05865244828037,2.4150819645068
A07,10,11,6,2,5.08520420391715,0.755208095546761,1.36161309633252,0.239716475801374,0.183699091480541,2.5395271011845,0.233867619463521,0.244103118054764
A07,10,12,6,2,6.37047882017518,1.00106503115893,0.368293666133053,0.589012028333171,0.329102566761072,0.407484765505033,0.83578940567349,0.403928995327931
A07,10,13,6,2,9.45830125039126,1.86846574579179,0.517071790684526,1.15771727050526,0.55523654565382,0.478907035715232,1.4242713670347,0.957801698108182
A07,10,14,6,2,0.352397156242858,0.936702017563742,0.237709657702917,0.100015358628612,0.314838995332095,0.160580320073739,0.095038405008572,0.103748073843642
A07,10,15,6,2,2.42936471514794,0.780668535410583,4.47568136387981,0.950513597903357,3.19001312407158,5.76134960368804,1.09904840193329,0.839112494880908
A07,10,16,6,2,0.695274336487634,0.347251638462491,0.306119249337712,0.153889416631195,0.0432962698188371,0.568942228856586,0.209065352276868,0.11250746489694
A07,10,17,6,2,6.91938822350994,0.507075837235261,1.02392253609537,1.07941126357705,0.487263512889748,1.560581559301,1.34636973201913,0.879192412245487
A07,10,18,6,2,0.949280685197504,0.0348255655367193,0.362416537715597,0.159786018435414,0.0653232609212781,0.659509814509915,0.130029591009996,0.182103339004478
A07,11,1,5,2,5.51828869208049,1.43224068586985,1.87691839802311,0.626669387363157,1.31007601205785,2.44376078398838,0.589038884026481,0.654892264865664
A07,11,2,5,2,13.7347540017414,2.39476989968999,0.622408580173317,0.686106631934714,0.809529836049859,0.435287324296775,0.70004397659643,0.675653623438427
A07,11,3,5,2,3.26065304628927,0.903017291476054,1.10043486006635,0.0923451105987955,0.258336915470651,1.94253280466204,0.10868241445935,0.0800921327033792
A07,11,4,5,2,9.0202592543914,0.879612781358371,0.548886505431131,0.320261952735827,0.339129832992859,0.758643177869404,0.442958958983441,0.228239198050116
A07,11,5,5,2,5.2339131470516,0.603382386993318,0.216838648199747,0.274007949829933,0.262134749641326,0.171542546758167,0.348097994588623,0.218440416260915
A07,11,6,5,2,19.9876227996027,3.51304287814408,4.09411362779002,3.39295560942248,1.89233382449354,6.29589343108649,3.10613837381404,3.60806853612882
A07,11,7,5,2,17.8622507494207,1.68935434039492,4.52989339712764,1.43310388694485,3.98853261827911,5.07125417597617,2.49478579508554,0.636842455839333
A07,11,8,5,2,28.0961366361506,2.16510894888928,3.23129906348487,1.32053938415098,3.13309785189696,3.32950027507278,1.80113333567352,0.960093920509081
A07,11,9,5,2,50.8191310127983,10.1104771269499,1.52696852877441,2.42816141805506,1.89919017300549,1.15474688454333,1.56500410763877,3.07552940086728
A07,11,10,5,2,62.0015438237014,15.2454488286789,2.83394325661644,1.96376413112818,1.33015057218698,4.3377359410459,2.16470865666817,1.81305573697319
A07,11,11,5,2,15.5609493729583,3.30275867174067,2.2696673897081,0.276683358466187,0.567270837161735,3.97206394225447,0.268176659657936,0.283063382572376
A07,11,12,5,2,20.3407437250061,3.80086682359253,1.32155078002233,0.452438166852929,0.390162253091065,2.2529393069536,0.578685315661244,0.357752805246693
A07,11,13,5,2,39.1015223200054,25.8489808675385,8.97200421364825,7.30807756815931,9.31958685192617,8.62442157537033,10.8972823496704,4.61617398202598
A07,11,14,5,2,11.1121870980586,0.975397222192188,0.260539225721541,0.183876068612086,0.244853497178604,0.276224954264477,0.230631376158539,0.148809587952246
A07,11,15,5,2,10.5703331357471,4.75050904013141,7.91854938748494,1.91033384943468,11.3259646165947,4.51113415837519,3.26737892416406,0.892550043387649
A07,11,16,5,2,2.94971631682463,0.863343432057921,0.214519744494437,0.196711467066515,0.201872012886332,0.227167476102543,0.141006283546249,0.238490354706713
A07,11,17,5,2,43.6626691264007,9.31035842676538,0.948687547871605,0.599616475592039,1.1871089636281,0.710266132115109,0.951897870260957,0.335405429590351
A07,11,18,5,2,3.34618112550911,0.510078314422848,0.241821202502311,0.242853051002827,0.184328140266448,0.299314264738174,0.382589666530225,0.138050589357279
A07,12,1,3,1,1.99138899471625,0.463909194627206,1.22283444391801,0.235314080719008,0.105778082892193,2.33989080494384,0.419550688598094,0.0971366248096942
A07,12,2,3,1,0.961881763470667,0.577663015131999,0.458330395115537,0.26681052766885,0.272486460110966,0.644174330120107,0.295918132048747,0.244979824383927
A07,12,3,3,1,1.54892054223445,0.414983620434793,0.810166798831174,0.0970304048708357,0.0235226561030391,1.59681094155931,0.0333251111283566,0.144809375177695
A07,12,4,3,1,2.19900267287404,0.701413654350479,0.311297907561769,0.212627327690901,0.0308866755919374,0.5917091395316,0.242166667838633,0.190472822580102
A07,12,5,3,1,2.25017399177492,0.536995761579346,0.158005260236472,0.148245987176532,0.0403940959031995,0.275616424569745,0.199290121990691,0.109962886065913
A07,12,6,3,1,3.25655611006915,0.681519664093092,1.46611919002588,0.41372853222294,1.06978692596233,1.86245145408944,0.454098833596446,0.383450806192811
A07,12,7,3,1,13.3850282096368,2.45509883428339,3.50911104713421,1.05319322015164,1.25374438025619,5.76447771401222,1.80374220646548,0.490281480416272
A07,12,8,3,1,7.4146258040812,0.765504112630228,4.01048777922746,0.675917451428125,1.29665119471716,6.72432436373776,0.756021622895493,0.615839322827599
A07,12,9,3,1,1.62792878062169,0.494077955502245,2.71755026433845,0.562765203446284,0.974408537987999,4.4606919906889,0.800524368041219,0.384445830000083
A07,12,10,3,1,2.30582407051057,0.0977231228263486,0.874771812540211,0.808722373582838,0.213841735692683,1.53570188938774,0.757362525184864,0.847242259881318
A07,12,11,3,1,2.18473072154736,0.097061651466807,1.19637963604072,0.26667849324262,0.0328809308731424,2.35987834120831,0.259711338576684,0.271903859242072
A07,12,12,3,1,3.3248024054788,0.373111033502185,0.2477738163378,0.184542688298104,0.148923083651425,0.346624549024176,0.160965782111319,0.202225367938192
A07,12,13,3,1,13.102904231391,1.69224861027712,2.75756428732636,0.559979610208473,4.69634366887485,0.818784905777866,0.199263139512472,0.830516963230473
A07,12,14,3,1,0.70505576213953,0.480146365572817,0.295325559953395,0.0850057038384634,0.351369037921417,0.239282081985374,0.0523938507530464,0.109464593652526
A07,12,15,3,1,3.69097794005731,1.23362431191214,0.606289155280712,0.716789048767338,0.805742610901244,0.406835699660181,0.949168334791066,0.542504584249543
A07,12,16,3,1,0.148539738639586,0.0968427818659392,0.176590739759596,0.122140277003985,0.19990368412621,0.153277795392983,0.211919978014695,0.0548055012459526
A07,12,17,3,1,1.15893865262191,0.436422374663513,0.187436340598565,0.16288661123453,0.196851441340354,0.178021239856776,0.121005331907745,0.194297570729619
A07,12,18,3,1,1.18901107981553,0.480939350504086,0.309329448612455,0.150805743816614,0.398489251805274,0.220169645419636,0.0686460155057979,0.212425540049726
A07,13,1,6,5,6.26606651852187,1.6133914324824,2.03594745966977,0.857317678852713,1.51291843130609,2.55897648803345,1.08220044543357,0.688655603917072
A07,13,2,6,5,4.45670927282696,1.16639074421058,1.00884106229389,0.486259008783771,1.17344509578585,0.844237028801926,0.724630356314133,0.307480498136001
A07,13,3,6,5,6.15141687983098,0.521940419777319,0.989680224183953,0.143584340610325,0.295090500971556,1.68426994739635,0.204186779040388,0.0981325117877776
A07,13,4,6,5,2.98813008973397,0.741216418697778,0.885809967118228,0.265594781000672,0.7709737509318,1.00064618330466,0.388060130496927,0.173745768878481
